service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date                                                               
6286M,0,1,0,0,0,0,0,20260331,20260331                                                                                                                 
6287X,0,0,1,0,0,0,0,20260401,20260401                                                                                                                 
6288J,0,0,0,1,0,0,0,20260402,20260402                                                                                                                 
6289V,0,0,0,0,1,0,0,20260403,20260403                                                                                                                 
6290S,0,0,0,0,0,1,0,20260404,20260404                                                                                                                 
6291D,0,0,0,0,0,0,1,20260405,20260405                                                                                                                 
6292L,1,0,0,0,0,0,0,20260406,20260406                                                                                                                 
6293M,0,1,0,0,0,0,0,20260407,20260407                                                                                                                 
6294X,0,0,1,0,0,0,0,20260408,20260408                                                                                                                 
6295J,0,0,0,1,0,0,0,20260409,20260409                                                                                                                 
6296V,0,0,0,0,1,0,0,20260410,20260410                                                                                                                 
6297S,0,0,0,0,0,1,0,20260411,20260411                                                                                                                 
6298D,0,0,0,0,0,0,1,20260412,20260412                                                                                                                 
6299L,1,0,0,0,0,0,0,20260413,20260413                                                                                                                 
7001M,0,1,0,0,0,0,0,20260414,20260414                                                                                                                 
7002X,0,0,1,0,0,0,0,20260415,20260415                                                                                                                 
7003J,0,0,0,1,0,0,0,20260416,20260416                                                                                                                 
7004V,0,0,0,0,1,0,0,20260417,20260417                                                                                                                 
7005S,0,0,0,0,0,1,0,20260418,20260418                                                                                                                 
7006D,0,0,0,0,0,0,1,20260419,20260419                                                                                                                 
7007L,1,0,0,0,0,0,0,20260420,20260420                                                                                                                 
7008M,0,1,0,0,0,0,0,20260421,20260421                                                                                                                 
7009X,0,0,1,0,0,0,0,20260422,20260422                                                                                                                 
7010J,0,0,0,1,0,0,0,20260423,20260423                                                                                                                 
7011V,0,0,0,0,1,0,0,20260424,20260424                                                                                                                 
7012S,0,0,0,0,0,1,0,20260425,20260425                                                                                                                 
7013D,0,0,0,0,0,0,1,20260426,20260426                                                                                                                 
7014L,1,0,0,0,0,0,0,20260427,20260427                                                                                                                 
7084D,0,0,0,0,0,0,1,20260329,20260329                                                                                                                 
7085L,1,0,0,0,0,0,0,20260330,20260330                                                                                                                 
7086M,0,1,0,0,0,0,0,20260331,20260331                                                                                                                 
7087X,0,0,1,0,0,0,0,20260401,20260401                                                                                                                 
7088J,0,0,0,1,0,0,0,20260402,20260402                                                                                                                 
7089V,0,0,0,0,1,0,0,20260403,20260403                                                                                                                 
7090S,0,0,0,0,0,1,0,20260404,20260404                                                                                                                 
7091D,0,0,0,0,0,0,1,20260405,20260405                                                                                                                 
7092L,1,0,0,0,0,0,0,20260406,20260406                                                                                                                 
7093M,0,1,0,0,0,0,0,20260407,20260407                                                                                                                 
7094X,0,0,1,0,0,0,0,20260408,20260408                                                                                                                 
7095J,0,0,0,1,0,0,0,20260409,20260409                                                                                                                 
7096V,0,0,0,0,1,0,0,20260410,20260410                                                                                                                 
7097S,0,0,0,0,0,1,0,20260411,20260411                                                                                                                 
7098D,0,0,0,0,0,0,1,20260412,20260412                                                                                                                 
7099L,1,0,0,0,0,0,0,20260413,20260413                                                                                                                 
